# data from Gutjahr et al. 2017, Case where C-org burial increases during the recovery
Time_WRT_CIE,DIC,pH
23.10,2.35E-03,7.46E+00
23.20,2.35E-03,7.46E+00
23.30,2.35E-03,7.46E+00
23.40,2.35E-03,7.46E+00
23.50,2.35E-03,7.46E+00
23.60,2.35E-03,7.46E+00
23.70,2.35E-03,7.46E+00
23.80,2.36E-03,7.47E+00
23.90,2.36E-03,7.47E+00
24.00,2.36E-03,7.47E+00
24.10,2.36E-03,7.47E+00
24.20,2.36E-03,7.47E+00
24.30,2.36E-03,7.47E+00
24.40,2.36E-03,7.47E+00
24.50,2.36E-03,7.47E+00
24.60,2.36E-03,7.47E+00
24.70,2.36E-03,7.47E+00
24.80,2.36E-03,7.47E+00
24.90,2.37E-03,7.47E+00
25.00,2.37E-03,7.47E+00
25.10,2.37E-03,7.47E+00
25.20,2.37E-03,7.47E+00
25.30,2.37E-03,7.47E+00
25.40,2.37E-03,7.47E+00
25.50,2.37E-03,7.47E+00
25.60,2.37E-03,7.47E+00
25.70,2.37E-03,7.47E+00
25.80,2.37E-03,7.47E+00
25.90,2.37E-03,7.47E+00
26.00,2.38E-03,7.47E+00
26.10,2.38E-03,7.47E+00
26.20,2.38E-03,7.47E+00
26.30,2.38E-03,7.47E+00
26.40,2.38E-03,7.47E+00
26.50,2.38E-03,7.47E+00
26.60,2.38E-03,7.47E+00
26.70,2.38E-03,7.47E+00
26.80,2.38E-03,7.47E+00
26.90,2.38E-03,7.47E+00
27.00,2.38E-03,7.47E+00
27.10,2.38E-03,7.47E+00
27.20,2.38E-03,7.47E+00
27.30,2.39E-03,7.47E+00
27.40,2.39E-03,7.47E+00
27.50,2.39E-03,7.47E+00
27.60,2.39E-03,7.47E+00
27.70,2.39E-03,7.47E+00
27.80,2.39E-03,7.47E+00
27.90,2.39E-03,7.47E+00
28.00,2.39E-03,7.47E+00
28.10,2.39E-03,7.47E+00
28.20,2.39E-03,7.47E+00
28.30,2.39E-03,7.47E+00
28.40,2.39E-03,7.47E+00
28.50,2.39E-03,7.47E+00
28.60,2.39E-03,7.47E+00
28.70,2.40E-03,7.47E+00
28.80,2.40E-03,7.47E+00
28.90,2.40E-03,7.47E+00
29.00,2.40E-03,7.47E+00
29.10,2.40E-03,7.47E+00
29.20,2.40E-03,7.47E+00
29.30,2.40E-03,7.47E+00
29.40,2.40E-03,7.47E+00
29.50,2.40E-03,7.47E+00
29.60,2.40E-03,7.47E+00
29.70,2.40E-03,7.47E+00
29.80,2.40E-03,7.47E+00
29.90,2.40E-03,7.47E+00
30.00,2.40E-03,7.47E+00
30.10,2.40E-03,7.47E+00
30.20,2.40E-03,7.47E+00
30.30,2.41E-03,7.47E+00
30.40,2.41E-03,7.47E+00
30.50,2.41E-03,7.47E+00
30.60,2.41E-03,7.47E+00
30.70,2.41E-03,7.47E+00
30.80,2.41E-03,7.47E+00
30.90,2.41E-03,7.47E+00
31.00,2.41E-03,7.47E+00
31.10,2.41E-03,7.47E+00
31.20,2.41E-03,7.48E+00
31.30,2.41E-03,7.48E+00
31.40,2.41E-03,7.48E+00
31.50,2.41E-03,7.48E+00
31.60,2.41E-03,7.48E+00
31.70,2.41E-03,7.48E+00
31.80,2.41E-03,7.48E+00
31.90,2.41E-03,7.48E+00
32.00,2.41E-03,7.48E+00
32.10,2.42E-03,7.48E+00
32.20,2.42E-03,7.48E+00
32.30,2.42E-03,7.48E+00
32.40,2.42E-03,7.48E+00
32.50,2.42E-03,7.48E+00
32.60,2.42E-03,7.48E+00
32.70,2.42E-03,7.48E+00
32.80,2.42E-03,7.48E+00
32.90,2.42E-03,7.48E+00
33.00,2.42E-03,7.48E+00
33.10,2.42E-03,7.48E+00
33.20,2.42E-03,7.48E+00
33.30,2.42E-03,7.48E+00
33.40,2.42E-03,7.48E+00
33.50,2.42E-03,7.48E+00
33.60,2.42E-03,7.48E+00
33.70,2.42E-03,7.48E+00
33.80,2.42E-03,7.48E+00
33.90,2.42E-03,7.48E+00
34.00,2.42E-03,7.48E+00
34.10,2.42E-03,7.48E+00
34.20,2.43E-03,7.48E+00
34.30,2.43E-03,7.48E+00
34.40,2.43E-03,7.48E+00
34.50,2.43E-03,7.48E+00
34.60,2.43E-03,7.48E+00
34.70,2.43E-03,7.48E+00
34.80,2.43E-03,7.48E+00
34.90,2.43E-03,7.48E+00
35.00,2.43E-03,7.48E+00
35.10,2.43E-03,7.48E+00
35.20,2.43E-03,7.48E+00
35.30,2.43E-03,7.48E+00
35.40,2.43E-03,7.48E+00
35.50,2.43E-03,7.48E+00
35.60,2.43E-03,7.48E+00
35.70,2.43E-03,7.48E+00
35.80,2.43E-03,7.48E+00
35.90,2.43E-03,7.48E+00
36.00,2.43E-03,7.48E+00
36.10,2.43E-03,7.48E+00
36.20,2.43E-03,7.48E+00
36.30,2.43E-03,7.48E+00
36.40,2.43E-03,7.48E+00
36.50,2.43E-03,7.48E+00
36.60,2.43E-03,7.48E+00
36.70,2.43E-03,7.48E+00
36.80,2.43E-03,7.48E+00
36.90,2.43E-03,7.48E+00
37.00,2.43E-03,7.48E+00
37.10,2.43E-03,7.49E+00
37.20,2.44E-03,7.49E+00
37.30,2.44E-03,7.49E+00
37.40,2.44E-03,7.49E+00
37.50,2.44E-03,7.49E+00
37.60,2.44E-03,7.49E+00
37.70,2.44E-03,7.49E+00
37.80,2.44E-03,7.49E+00
37.90,2.44E-03,7.49E+00
38.00,2.44E-03,7.49E+00
38.10,2.44E-03,7.49E+00
38.20,2.44E-03,7.49E+00
38.30,2.44E-03,7.49E+00
38.40,2.44E-03,7.49E+00
38.50,2.44E-03,7.49E+00
38.60,2.44E-03,7.49E+00
38.70,2.44E-03,7.49E+00
38.80,2.44E-03,7.49E+00
38.90,2.44E-03,7.49E+00
39.00,2.44E-03,7.49E+00
39.10,2.44E-03,7.49E+00
39.20,2.44E-03,7.49E+00
39.30,2.44E-03,7.49E+00
39.40,2.44E-03,7.49E+00
39.50,2.44E-03,7.49E+00
39.60,2.44E-03,7.49E+00
39.70,2.44E-03,7.49E+00
39.80,2.44E-03,7.49E+00
39.90,2.44E-03,7.49E+00
40.00,2.44E-03,7.49E+00
40.10,2.44E-03,7.49E+00
40.20,2.44E-03,7.49E+00
40.30,2.44E-03,7.49E+00
40.40,2.44E-03,7.50E+00
40.50,2.44E-03,7.50E+00
40.60,2.44E-03,7.50E+00
40.70,2.44E-03,7.50E+00
40.80,2.44E-03,7.50E+00
40.90,2.44E-03,7.50E+00
41.00,2.44E-03,7.50E+00
41.10,2.44E-03,7.50E+00
41.20,2.44E-03,7.50E+00
41.30,2.44E-03,7.50E+00
41.40,2.44E-03,7.50E+00
41.50,2.44E-03,7.50E+00
41.60,2.44E-03,7.50E+00
41.70,2.44E-03,7.50E+00
41.80,2.44E-03,7.50E+00
41.90,2.44E-03,7.50E+00
42.00,2.44E-03,7.50E+00
42.10,2.44E-03,7.50E+00
42.20,2.44E-03,7.50E+00
42.30,2.44E-03,7.50E+00
42.40,2.44E-03,7.50E+00
42.50,2.44E-03,7.50E+00
42.60,2.44E-03,7.50E+00
42.70,2.44E-03,7.50E+00
42.80,2.44E-03,7.50E+00
42.90,2.44E-03,7.50E+00
43.00,2.44E-03,7.50E+00
43.10,2.44E-03,7.50E+00
43.20,2.44E-03,7.50E+00
43.30,2.44E-03,7.50E+00
43.40,2.44E-03,7.50E+00
43.50,2.44E-03,7.50E+00
43.60,2.44E-03,7.50E+00
43.70,2.44E-03,7.50E+00
43.80,2.44E-03,7.51E+00
43.90,2.44E-03,7.51E+00
44.00,2.44E-03,7.51E+00
44.10,2.44E-03,7.51E+00
44.20,2.44E-03,7.51E+00
44.30,2.44E-03,7.51E+00
44.40,2.44E-03,7.51E+00
44.50,2.44E-03,7.51E+00
44.60,2.44E-03,7.51E+00
44.70,2.44E-03,7.51E+00
44.80,2.44E-03,7.51E+00
44.90,2.44E-03,7.51E+00
45.00,2.44E-03,7.51E+00
45.10,2.44E-03,7.51E+00
45.20,2.44E-03,7.51E+00
45.30,2.44E-03,7.51E+00
45.40,2.44E-03,7.51E+00
45.50,2.44E-03,7.51E+00
45.60,2.43E-03,7.51E+00
45.70,2.43E-03,7.51E+00
45.80,2.43E-03,7.51E+00
45.90,2.43E-03,7.51E+00
46.00,2.43E-03,7.51E+00
46.10,2.43E-03,7.51E+00
46.20,2.43E-03,7.51E+00
46.30,2.43E-03,7.51E+00
46.40,2.43E-03,7.51E+00
46.50,2.43E-03,7.51E+00
46.60,2.43E-03,7.51E+00
46.70,2.43E-03,7.51E+00
46.80,2.43E-03,7.51E+00
46.90,2.43E-03,7.51E+00
47.00,2.43E-03,7.51E+00
47.10,2.43E-03,7.52E+00
47.20,2.43E-03,7.52E+00
47.30,2.43E-03,7.52E+00
47.40,2.43E-03,7.52E+00
47.50,2.43E-03,7.52E+00
47.60,2.43E-03,7.52E+00
47.70,2.43E-03,7.52E+00
47.80,2.43E-03,7.52E+00
47.90,2.43E-03,7.52E+00
48.00,2.43E-03,7.52E+00
48.10,2.43E-03,7.52E+00
48.20,2.43E-03,7.52E+00
48.30,2.43E-03,7.52E+00
48.40,2.43E-03,7.52E+00
48.50,2.43E-03,7.52E+00
48.60,2.43E-03,7.52E+00
48.70,2.43E-03,7.52E+00
48.80,2.43E-03,7.52E+00
48.90,2.43E-03,7.52E+00
49.00,2.43E-03,7.52E+00
49.10,2.43E-03,7.52E+00
49.20,2.43E-03,7.52E+00
49.30,2.43E-03,7.52E+00
49.40,2.43E-03,7.52E+00
49.50,2.42E-03,7.52E+00
49.60,2.42E-03,7.52E+00
49.70,2.42E-03,7.52E+00
49.80,2.42E-03,7.52E+00
49.90,2.42E-03,7.52E+00
50.00,2.42E-03,7.52E+00
50.10,2.42E-03,7.52E+00
50.20,2.42E-03,7.52E+00
50.30,2.42E-03,7.52E+00
50.40,2.42E-03,7.53E+00
50.50,2.42E-03,7.53E+00
50.60,2.42E-03,7.53E+00
50.70,2.42E-03,7.53E+00
50.80,2.42E-03,7.53E+00
50.90,2.42E-03,7.53E+00
51.00,2.42E-03,7.53E+00
51.10,2.42E-03,7.53E+00
51.20,2.42E-03,7.53E+00
51.30,2.42E-03,7.53E+00
51.40,2.42E-03,7.53E+00
51.50,2.42E-03,7.53E+00
51.60,2.42E-03,7.53E+00
51.70,2.42E-03,7.53E+00
51.80,2.42E-03,7.53E+00
51.90,2.42E-03,7.53E+00
52.00,2.42E-03,7.53E+00
52.10,2.42E-03,7.53E+00
52.20,2.41E-03,7.53E+00
52.30,2.41E-03,7.53E+00
52.40,2.41E-03,7.53E+00
52.50,2.41E-03,7.53E+00
52.60,2.41E-03,7.53E+00
52.70,2.41E-03,7.53E+00
52.80,2.41E-03,7.53E+00
52.90,2.41E-03,7.53E+00
53.00,2.41E-03,7.53E+00
53.10,2.41E-03,7.53E+00
53.20,2.41E-03,7.53E+00
53.30,2.41E-03,7.53E+00
53.40,2.41E-03,7.53E+00
53.50,2.41E-03,7.54E+00
53.60,2.41E-03,7.54E+00
53.70,2.41E-03,7.54E+00
53.80,2.41E-03,7.54E+00
53.90,2.41E-03,7.54E+00
54.00,2.41E-03,7.54E+00
54.10,2.41E-03,7.54E+00
54.20,2.41E-03,7.54E+00
54.30,2.41E-03,7.54E+00
54.40,2.40E-03,7.54E+00
54.50,2.40E-03,7.54E+00
54.60,2.40E-03,7.54E+00
54.70,2.40E-03,7.54E+00
54.80,2.40E-03,7.54E+00
54.90,2.40E-03,7.54E+00
55.00,2.40E-03,7.54E+00
55.10,2.40E-03,7.54E+00
55.20,2.40E-03,7.54E+00
55.30,2.40E-03,7.54E+00
55.40,2.40E-03,7.54E+00
55.50,2.40E-03,7.54E+00
55.60,2.40E-03,7.54E+00
55.70,2.40E-03,7.54E+00
55.80,2.40E-03,7.54E+00
55.90,2.40E-03,7.54E+00
56.00,2.40E-03,7.54E+00
56.10,2.40E-03,7.54E+00
56.20,2.40E-03,7.54E+00
56.30,2.40E-03,7.54E+00
56.40,2.39E-03,7.54E+00
56.50,2.39E-03,7.54E+00
56.60,2.39E-03,7.55E+00
56.70,2.39E-03,7.55E+00
56.80,2.39E-03,7.55E+00
56.90,2.39E-03,7.55E+00
57.00,2.39E-03,7.55E+00
57.10,2.39E-03,7.55E+00
57.20,2.39E-03,7.55E+00
57.30,2.39E-03,7.55E+00
57.40,2.39E-03,7.55E+00
57.50,2.39E-03,7.55E+00
57.60,2.39E-03,7.55E+00
57.70,2.39E-03,7.55E+00
57.80,2.39E-03,7.55E+00
57.90,2.39E-03,7.55E+00
58.00,2.39E-03,7.55E+00
58.10,2.39E-03,7.55E+00
58.20,2.39E-03,7.55E+00
58.30,2.39E-03,7.55E+00
58.40,2.38E-03,7.55E+00
58.50,2.38E-03,7.55E+00
58.60,2.38E-03,7.55E+00
58.70,2.38E-03,7.55E+00
58.80,2.38E-03,7.55E+00
58.90,2.38E-03,7.55E+00
59.00,2.38E-03,7.55E+00
59.10,2.38E-03,7.55E+00
59.20,2.38E-03,7.55E+00
59.30,2.38E-03,7.55E+00
59.40,2.38E-03,7.55E+00
59.50,2.38E-03,7.55E+00
59.60,2.38E-03,7.55E+00
59.70,2.38E-03,7.55E+00
59.80,2.38E-03,7.55E+00
59.90,2.38E-03,7.55E+00
60.00,2.38E-03,7.55E+00
60.10,2.38E-03,7.55E+00
60.20,2.38E-03,7.55E+00
60.30,2.38E-03,7.55E+00
60.40,2.38E-03,7.55E+00
60.50,2.37E-03,7.55E+00
60.60,2.37E-03,7.55E+00
60.70,2.37E-03,7.55E+00
60.80,2.37E-03,7.55E+00
60.90,2.37E-03,7.55E+00
61.00,2.37E-03,7.55E+00
61.10,2.37E-03,7.55E+00
61.20,2.37E-03,7.55E+00
61.30,2.37E-03,7.55E+00
61.40,2.37E-03,7.55E+00
61.50,2.37E-03,7.55E+00
61.60,2.37E-03,7.55E+00
61.70,2.37E-03,7.55E+00
61.80,2.37E-03,7.55E+00
61.90,2.37E-03,7.55E+00
62.00,2.37E-03,7.55E+00
62.10,2.37E-03,7.55E+00
62.20,2.37E-03,7.55E+00
62.30,2.37E-03,7.55E+00
62.40,2.37E-03,7.55E+00
62.50,2.37E-03,7.55E+00
62.60,2.37E-03,7.55E+00
62.70,2.37E-03,7.55E+00
62.80,2.37E-03,7.55E+00
62.90,2.37E-03,7.55E+00
63.00,2.36E-03,7.55E+00
63.10,2.36E-03,7.55E+00
63.20,2.36E-03,7.55E+00
63.30,2.36E-03,7.55E+00
63.40,2.36E-03,7.55E+00
63.50,2.36E-03,7.55E+00
63.60,2.36E-03,7.55E+00
63.70,2.36E-03,7.55E+00
63.80,2.36E-03,7.55E+00
63.90,2.36E-03,7.55E+00
64.00,2.36E-03,7.55E+00
64.10,2.36E-03,7.55E+00
64.20,2.36E-03,7.55E+00
64.30,2.36E-03,7.55E+00
64.40,2.36E-03,7.55E+00
64.50,2.36E-03,7.55E+00
64.60,2.36E-03,7.55E+00
64.70,2.36E-03,7.55E+00
64.80,2.36E-03,7.55E+00
64.90,2.36E-03,7.55E+00
65.00,2.36E-03,7.55E+00
65.10,2.36E-03,7.55E+00
65.20,2.36E-03,7.55E+00
65.30,2.36E-03,7.55E+00
65.40,2.36E-03,7.55E+00
65.50,2.36E-03,7.55E+00
65.60,2.36E-03,7.55E+00
65.70,2.36E-03,7.55E+00
65.80,2.36E-03,7.55E+00
65.90,2.35E-03,7.55E+00
66.00,2.35E-03,7.55E+00
66.10,2.35E-03,7.55E+00
66.20,2.35E-03,7.55E+00
66.30,2.35E-03,7.55E+00
66.40,2.35E-03,7.55E+00
66.50,2.35E-03,7.55E+00
66.60,2.35E-03,7.55E+00
66.70,2.35E-03,7.55E+00
66.80,2.35E-03,7.55E+00
66.90,2.35E-03,7.55E+00
67.00,2.35E-03,7.55E+00
67.10,2.35E-03,7.55E+00
67.20,2.35E-03,7.55E+00
67.30,2.35E-03,7.55E+00
67.40,2.35E-03,7.55E+00
67.50,2.35E-03,7.55E+00
67.60,2.35E-03,7.55E+00
67.70,2.35E-03,7.56E+00
67.80,2.35E-03,7.56E+00
67.90,2.35E-03,7.56E+00
68.00,2.35E-03,7.56E+00
68.10,2.35E-03,7.56E+00
68.20,2.35E-03,7.56E+00
68.30,2.35E-03,7.56E+00
68.40,2.35E-03,7.56E+00
68.50,2.35E-03,7.56E+00
68.60,2.35E-03,7.56E+00
68.70,2.35E-03,7.56E+00
68.80,2.35E-03,7.56E+00
68.90,2.34E-03,7.56E+00
69.00,2.34E-03,7.56E+00
69.10,2.34E-03,7.56E+00
69.20,2.34E-03,7.56E+00
69.30,2.34E-03,7.56E+00
69.40,2.34E-03,7.56E+00
69.50,2.34E-03,7.56E+00
69.60,2.34E-03,7.56E+00
69.70,2.34E-03,7.56E+00
69.80,2.34E-03,7.56E+00
69.90,2.34E-03,7.56E+00
70.00,2.34E-03,7.56E+00
70.10,2.34E-03,7.56E+00
70.20,2.34E-03,7.56E+00
70.30,2.34E-03,7.56E+00
70.40,2.34E-03,7.56E+00
70.50,2.34E-03,7.56E+00
70.60,2.34E-03,7.56E+00
70.70,2.34E-03,7.56E+00
70.80,2.34E-03,7.56E+00
70.90,2.34E-03,7.56E+00
71.00,2.34E-03,7.56E+00
71.10,2.34E-03,7.56E+00
71.20,2.34E-03,7.56E+00
71.30,2.34E-03,7.56E+00
71.40,2.34E-03,7.56E+00
71.50,2.34E-03,7.56E+00
71.60,2.34E-03,7.56E+00
71.70,2.34E-03,7.56E+00
71.80,2.34E-03,7.56E+00
71.90,2.34E-03,7.56E+00
72.00,2.33E-03,7.56E+00
72.10,2.33E-03,7.56E+00
72.20,2.33E-03,7.56E+00
72.30,2.33E-03,7.56E+00
72.40,2.33E-03,7.56E+00
72.50,2.33E-03,7.56E+00
72.60,2.33E-03,7.56E+00
72.70,2.33E-03,7.56E+00
72.80,2.33E-03,7.56E+00
72.90,2.33E-03,7.56E+00
73.00,2.33E-03,7.56E+00
73.10,2.33E-03,7.56E+00
73.20,2.33E-03,7.56E+00
73.30,2.33E-03,7.56E+00
73.40,2.33E-03,7.56E+00
73.50,2.33E-03,7.56E+00
73.60,2.33E-03,7.56E+00
73.70,2.33E-03,7.56E+00
73.80,2.33E-03,7.56E+00
73.90,2.33E-03,7.56E+00
74.00,2.33E-03,7.56E+00
74.10,2.33E-03,7.56E+00
74.20,2.33E-03,7.56E+00
74.30,2.33E-03,7.56E+00
74.40,2.33E-03,7.56E+00
74.50,2.33E-03,7.56E+00
74.60,2.33E-03,7.56E+00
74.70,2.33E-03,7.56E+00
74.80,2.33E-03,7.56E+00
74.90,2.33E-03,7.56E+00
75.00,2.33E-03,7.56E+00
75.10,2.32E-03,7.56E+00
75.20,2.32E-03,7.56E+00
75.30,2.32E-03,7.56E+00
75.40,2.32E-03,7.56E+00
75.50,2.32E-03,7.56E+00
75.60,2.32E-03,7.56E+00
75.70,2.32E-03,7.56E+00
75.80,2.32E-03,7.56E+00
75.90,2.32E-03,7.56E+00
76.00,2.32E-03,7.56E+00
76.10,2.32E-03,7.56E+00
76.20,2.32E-03,7.56E+00
76.30,2.32E-03,7.56E+00
76.40,2.32E-03,7.56E+00
76.50,2.32E-03,7.56E+00
76.60,2.32E-03,7.56E+00
76.70,2.32E-03,7.56E+00
76.80,2.32E-03,7.56E+00
76.90,2.32E-03,7.56E+00
77.00,2.32E-03,7.56E+00
77.10,2.32E-03,7.56E+00
77.20,2.32E-03,7.56E+00
77.30,2.32E-03,7.56E+00
77.40,2.32E-03,7.56E+00
77.50,2.32E-03,7.56E+00
77.60,2.32E-03,7.56E+00
77.70,2.32E-03,7.57E+00
77.80,2.32E-03,7.57E+00
77.90,2.32E-03,7.57E+00
78.00,2.32E-03,7.57E+00
78.10,2.31E-03,7.57E+00
78.20,2.31E-03,7.57E+00
78.30,2.31E-03,7.57E+00
78.40,2.31E-03,7.57E+00
78.50,2.31E-03,7.57E+00
78.60,2.31E-03,7.57E+00
78.70,2.31E-03,7.57E+00
78.80,2.31E-03,7.57E+00
78.90,2.31E-03,7.57E+00
79.00,2.31E-03,7.57E+00
79.10,2.31E-03,7.57E+00
79.20,2.31E-03,7.57E+00
79.30,2.31E-03,7.57E+00
79.40,2.31E-03,7.57E+00
79.50,2.31E-03,7.57E+00
79.60,2.31E-03,7.57E+00
79.70,2.31E-03,7.57E+00
79.80,2.31E-03,7.57E+00
79.90,2.31E-03,7.57E+00
80.00,2.31E-03,7.57E+00
80.10,2.31E-03,7.57E+00
80.20,2.31E-03,7.57E+00
80.30,2.31E-03,7.57E+00
80.40,2.31E-03,7.57E+00
80.50,2.31E-03,7.57E+00
80.60,2.31E-03,7.57E+00
80.70,2.31E-03,7.57E+00
80.80,2.31E-03,7.57E+00
80.90,2.30E-03,7.57E+00
81.00,2.30E-03,7.57E+00
81.10,2.30E-03,7.57E+00
81.20,2.30E-03,7.57E+00
81.30,2.30E-03,7.57E+00
81.40,2.30E-03,7.57E+00
81.50,2.30E-03,7.57E+00
81.60,2.30E-03,7.57E+00
81.70,2.30E-03,7.57E+00
81.80,2.30E-03,7.57E+00
81.90,2.30E-03,7.57E+00
82.00,2.30E-03,7.57E+00
82.10,2.30E-03,7.57E+00
82.20,2.30E-03,7.57E+00
82.30,2.30E-03,7.57E+00
82.40,2.30E-03,7.57E+00
82.50,2.30E-03,7.57E+00
82.60,2.30E-03,7.57E+00
82.70,2.30E-03,7.57E+00
82.80,2.30E-03,7.57E+00
82.90,2.30E-03,7.57E+00
83.00,2.30E-03,7.57E+00
83.10,2.30E-03,7.57E+00
83.20,2.30E-03,7.57E+00
83.30,2.30E-03,7.57E+00
83.40,2.30E-03,7.57E+00
83.50,2.30E-03,7.57E+00
83.60,2.29E-03,7.57E+00
83.70,2.29E-03,7.57E+00
83.80,2.29E-03,7.57E+00
83.90,2.29E-03,7.57E+00
84.00,2.29E-03,7.57E+00
84.10,2.29E-03,7.57E+00
84.20,2.29E-03,7.57E+00
84.30,2.29E-03,7.57E+00
84.40,2.29E-03,7.57E+00
84.50,2.29E-03,7.58E+00
84.60,2.29E-03,7.58E+00
84.70,2.29E-03,7.58E+00
84.80,2.29E-03,7.58E+00
84.90,2.29E-03,7.58E+00
85.00,2.29E-03,7.58E+00
85.10,2.29E-03,7.58E+00
85.20,2.29E-03,7.58E+00
85.30,2.29E-03,7.58E+00
85.40,2.29E-03,7.58E+00
85.50,2.29E-03,7.58E+00
85.60,2.29E-03,7.58E+00
85.70,2.29E-03,7.58E+00
85.80,2.29E-03,7.58E+00
85.90,2.29E-03,7.58E+00
86.00,2.29E-03,7.58E+00
86.10,2.29E-03,7.58E+00
86.20,2.28E-03,7.58E+00
86.30,2.28E-03,7.58E+00
86.40,2.28E-03,7.58E+00
86.50,2.28E-03,7.58E+00
86.60,2.28E-03,7.58E+00
86.70,2.28E-03,7.58E+00
86.80,2.28E-03,7.58E+00
86.90,2.28E-03,7.58E+00
87.00,2.28E-03,7.58E+00
87.10,2.28E-03,7.58E+00
87.20,2.28E-03,7.58E+00
87.30,2.28E-03,7.58E+00
87.40,2.28E-03,7.58E+00
87.50,2.28E-03,7.58E+00
87.60,2.28E-03,7.58E+00
87.70,2.28E-03,7.58E+00
87.80,2.28E-03,7.58E+00
87.90,2.28E-03,7.58E+00
88.00,2.28E-03,7.58E+00
88.10,2.28E-03,7.58E+00
88.20,2.28E-03,7.58E+00
88.30,2.28E-03,7.58E+00
88.40,2.28E-03,7.58E+00
88.50,2.28E-03,7.58E+00
88.60,2.28E-03,7.58E+00
88.70,2.28E-03,7.58E+00
88.80,2.28E-03,7.58E+00
88.90,2.27E-03,7.58E+00
89.00,2.27E-03,7.58E+00
89.10,2.27E-03,7.58E+00
89.20,2.27E-03,7.58E+00
89.30,2.27E-03,7.58E+00
89.40,2.27E-03,7.58E+00
89.50,2.27E-03,7.58E+00
89.60,2.27E-03,7.58E+00
89.70,2.27E-03,7.58E+00
89.80,2.27E-03,7.58E+00
89.90,2.27E-03,7.58E+00
90.00,2.27E-03,7.58E+00
90.10,2.27E-03,7.58E+00
90.20,2.27E-03,7.58E+00
90.30,2.27E-03,7.58E+00
90.40,2.27E-03,7.58E+00
90.50,2.27E-03,7.58E+00
90.60,2.27E-03,7.58E+00
90.70,2.27E-03,7.58E+00
90.80,2.27E-03,7.58E+00
90.90,2.27E-03,7.58E+00
91.00,2.27E-03,7.58E+00
91.10,2.27E-03,7.58E+00
91.20,2.27E-03,7.58E+00
91.30,2.27E-03,7.58E+00
91.40,2.27E-03,7.58E+00
91.50,2.27E-03,7.58E+00
91.60,2.27E-03,7.58E+00
91.70,2.27E-03,7.58E+00
91.80,2.26E-03,7.58E+00
91.90,2.26E-03,7.58E+00
92.00,2.26E-03,7.58E+00
92.10,2.26E-03,7.58E+00
92.20,2.26E-03,7.58E+00
92.30,2.26E-03,7.58E+00
92.40,2.26E-03,7.58E+00
92.50,2.26E-03,7.58E+00
92.60,2.26E-03,7.58E+00
92.70,2.26E-03,7.58E+00
92.80,2.26E-03,7.58E+00
92.90,2.26E-03,7.58E+00
93.00,2.26E-03,7.58E+00
93.10,2.26E-03,7.58E+00
93.20,2.26E-03,7.58E+00
93.30,2.26E-03,7.58E+00
93.40,2.26E-03,7.58E+00
93.50,2.26E-03,7.58E+00
93.60,2.26E-03,7.58E+00
93.70,2.26E-03,7.58E+00
93.80,2.26E-03,7.58E+00
93.90,2.26E-03,7.58E+00
94.00,2.26E-03,7.58E+00
94.10,2.26E-03,7.58E+00
94.20,2.26E-03,7.58E+00
94.30,2.26E-03,7.58E+00
94.40,2.26E-03,7.58E+00
94.50,2.26E-03,7.58E+00
94.60,2.26E-03,7.58E+00
94.70,2.26E-03,7.58E+00
94.80,2.26E-03,7.58E+00
94.90,2.26E-03,7.58E+00
95.00,2.25E-03,7.58E+00
95.10,2.25E-03,7.58E+00
95.20,2.25E-03,7.58E+00
95.30,2.25E-03,7.58E+00
95.40,2.25E-03,7.58E+00
95.50,2.25E-03,7.58E+00
95.60,2.25E-03,7.58E+00
95.70,2.25E-03,7.58E+00
95.80,2.25E-03,7.58E+00
95.90,2.25E-03,7.58E+00
96.00,2.25E-03,7.58E+00
96.10,2.25E-03,7.58E+00
96.20,2.25E-03,7.58E+00
96.30,2.25E-03,7.58E+00
96.40,2.25E-03,7.59E+00
96.50,2.25E-03,7.59E+00
96.60,2.25E-03,7.59E+00
96.70,2.25E-03,7.59E+00
96.80,2.25E-03,7.59E+00
96.90,2.25E-03,7.59E+00
97.00,2.25E-03,7.59E+00
97.10,2.25E-03,7.59E+00
97.20,2.25E-03,7.59E+00
97.30,2.25E-03,7.59E+00
97.40,2.25E-03,7.59E+00
97.50,2.25E-03,7.59E+00
97.60,2.25E-03,7.59E+00
97.70,2.25E-03,7.59E+00
97.80,2.25E-03,7.59E+00
97.90,2.25E-03,7.59E+00
98.00,2.25E-03,7.59E+00
98.10,2.25E-03,7.59E+00
98.20,2.25E-03,7.59E+00
98.30,2.25E-03,7.59E+00
98.40,2.24E-03,7.59E+00
98.50,2.24E-03,7.59E+00
98.60,2.24E-03,7.59E+00
98.70,2.24E-03,7.59E+00
98.80,2.24E-03,7.59E+00
98.90,2.24E-03,7.59E+00
99.00,2.24E-03,7.59E+00
99.10,2.24E-03,7.59E+00
99.20,2.24E-03,7.59E+00
99.30,2.24E-03,7.59E+00
99.40,2.24E-03,7.59E+00
99.50,2.24E-03,7.59E+00
99.60,2.24E-03,7.59E+00
99.70,2.24E-03,7.59E+00
99.80,2.24E-03,7.59E+00
99.90,2.24E-03,7.59E+00
100.00,2.24E-03,7.59E+00
100.10,2.24E-03,7.59E+00
100.20,2.24E-03,7.59E+00
100.30,2.24E-03,7.59E+00
100.40,2.24E-03,7.59E+00
100.50,2.24E-03,7.59E+00
