# data from Gutjahr et al. 2017, Case where C-org burial increases during the recovery
Time_WRT_CIE,DIC,pH
100.60,2.24E-03,7.59E+00
100.70,2.24E-03,7.59E+00
100.80,2.24E-03,7.59E+00
100.90,2.24E-03,7.59E+00
101.00,2.24E-03,7.59E+00
101.10,2.24E-03,7.59E+00
101.20,2.24E-03,7.59E+00
101.30,2.24E-03,7.59E+00
101.40,2.24E-03,7.59E+00
101.50,2.24E-03,7.59E+00
101.60,2.24E-03,7.59E+00
101.70,2.24E-03,7.59E+00
101.80,2.24E-03,7.59E+00
101.90,2.24E-03,7.59E+00
102.00,2.23E-03,7.59E+00
102.10,2.23E-03,7.59E+00
102.20,2.23E-03,7.59E+00
102.30,2.23E-03,7.59E+00
102.40,2.23E-03,7.59E+00
102.50,2.23E-03,7.59E+00
102.60,2.23E-03,7.59E+00
102.70,2.23E-03,7.59E+00
102.80,2.23E-03,7.59E+00
102.90,2.23E-03,7.59E+00
103.00,2.23E-03,7.59E+00
103.10,2.23E-03,7.59E+00
103.20,2.23E-03,7.59E+00
103.30,2.23E-03,7.59E+00
103.40,2.23E-03,7.59E+00
103.50,2.23E-03,7.59E+00
103.60,2.23E-03,7.59E+00
103.70,2.23E-03,7.59E+00
103.80,2.23E-03,7.59E+00
103.90,2.23E-03,7.59E+00
104.00,2.23E-03,7.59E+00
104.10,2.23E-03,7.59E+00
104.20,2.23E-03,7.59E+00
104.30,2.23E-03,7.59E+00
104.40,2.23E-03,7.59E+00
104.50,2.23E-03,7.59E+00
104.60,2.23E-03,7.59E+00
104.70,2.23E-03,7.59E+00
104.80,2.23E-03,7.59E+00
104.90,2.23E-03,7.59E+00
105.00,2.23E-03,7.59E+00
105.10,2.23E-03,7.59E+00
105.20,2.23E-03,7.59E+00
105.30,2.23E-03,7.59E+00
105.40,2.23E-03,7.59E+00
105.50,2.23E-03,7.59E+00
105.60,2.23E-03,7.59E+00
105.70,2.22E-03,7.59E+00
105.80,2.22E-03,7.59E+00
105.90,2.22E-03,7.59E+00
106.00,2.22E-03,7.59E+00
106.10,2.22E-03,7.59E+00
106.20,2.22E-03,7.59E+00
106.30,2.22E-03,7.59E+00
106.40,2.22E-03,7.59E+00
106.50,2.22E-03,7.59E+00
106.60,2.22E-03,7.59E+00
106.70,2.22E-03,7.59E+00
106.80,2.22E-03,7.59E+00
106.90,2.22E-03,7.59E+00
107.00,2.22E-03,7.59E+00
107.10,2.22E-03,7.59E+00
107.20,2.22E-03,7.59E+00
107.30,2.22E-03,7.59E+00
107.40,2.22E-03,7.59E+00
107.50,2.22E-03,7.59E+00
107.60,2.22E-03,7.59E+00
107.70,2.22E-03,7.59E+00
107.80,2.22E-03,7.59E+00
107.90,2.22E-03,7.59E+00
108.00,2.22E-03,7.59E+00
108.10,2.22E-03,7.59E+00
108.20,2.22E-03,7.59E+00
108.30,2.22E-03,7.59E+00
108.40,2.22E-03,7.59E+00
108.50,2.22E-03,7.59E+00
108.60,2.22E-03,7.59E+00
108.70,2.22E-03,7.59E+00
108.80,2.22E-03,7.59E+00
108.90,2.22E-03,7.59E+00
109.00,2.22E-03,7.59E+00
109.10,2.22E-03,7.59E+00
109.20,2.22E-03,7.59E+00
109.30,2.22E-03,7.59E+00
109.40,2.22E-03,7.59E+00
109.50,2.22E-03,7.59E+00
109.60,2.21E-03,7.59E+00
109.70,2.21E-03,7.59E+00
109.80,2.21E-03,7.59E+00
109.90,2.21E-03,7.59E+00
110.00,2.21E-03,7.59E+00
110.10,2.21E-03,7.59E+00
110.20,2.21E-03,7.59E+00
110.30,2.21E-03,7.59E+00
110.40,2.21E-03,7.59E+00
110.50,2.21E-03,7.59E+00
110.60,2.21E-03,7.59E+00
110.70,2.21E-03,7.59E+00
110.80,2.21E-03,7.60E+00
110.90,2.21E-03,7.60E+00
111.00,2.21E-03,7.60E+00
111.10,2.21E-03,7.60E+00
111.20,2.21E-03,7.60E+00
111.30,2.21E-03,7.60E+00
111.40,2.21E-03,7.60E+00
111.50,2.21E-03,7.60E+00
111.60,2.21E-03,7.60E+00
111.70,2.21E-03,7.60E+00
111.80,2.21E-03,7.60E+00
111.90,2.21E-03,7.60E+00
112.00,2.21E-03,7.60E+00
112.10,2.21E-03,7.60E+00
112.20,2.21E-03,7.60E+00
112.30,2.21E-03,7.60E+00
112.40,2.21E-03,7.60E+00
112.50,2.21E-03,7.60E+00
112.60,2.21E-03,7.60E+00
112.70,2.21E-03,7.60E+00
112.80,2.21E-03,7.60E+00
112.90,2.21E-03,7.60E+00
113.00,2.21E-03,7.60E+00
113.10,2.21E-03,7.60E+00
113.20,2.21E-03,7.60E+00
113.30,2.21E-03,7.60E+00
113.40,2.21E-03,7.60E+00
113.50,2.20E-03,7.60E+00
113.60,2.20E-03,7.60E+00
113.70,2.20E-03,7.60E+00
113.80,2.20E-03,7.60E+00
113.90,2.20E-03,7.60E+00
114.00,2.20E-03,7.60E+00
114.10,2.20E-03,7.60E+00
114.20,2.20E-03,7.60E+00
114.30,2.20E-03,7.60E+00
114.40,2.20E-03,7.60E+00
114.50,2.20E-03,7.60E+00
114.60,2.20E-03,7.60E+00
114.70,2.20E-03,7.60E+00
114.80,2.20E-03,7.60E+00
114.90,2.20E-03,7.60E+00
115.00,2.20E-03,7.60E+00
115.10,2.20E-03,7.60E+00
115.20,2.20E-03,7.60E+00
115.30,2.20E-03,7.60E+00
115.40,2.20E-03,7.60E+00
115.50,2.20E-03,7.60E+00
115.60,2.20E-03,7.60E+00
115.70,2.20E-03,7.60E+00
115.80,2.20E-03,7.60E+00
115.90,2.20E-03,7.60E+00
116.00,2.20E-03,7.60E+00
116.10,2.20E-03,7.60E+00
116.20,2.20E-03,7.60E+00
116.30,2.20E-03,7.60E+00
116.40,2.20E-03,7.60E+00
116.50,2.20E-03,7.60E+00
116.60,2.20E-03,7.60E+00
116.70,2.20E-03,7.60E+00
116.80,2.20E-03,7.60E+00
116.90,2.20E-03,7.60E+00
117.00,2.20E-03,7.60E+00
117.10,2.20E-03,7.60E+00
117.20,2.20E-03,7.60E+00
117.30,2.20E-03,7.60E+00
117.40,2.20E-03,7.60E+00
117.50,2.20E-03,7.60E+00
117.60,2.19E-03,7.60E+00
117.70,2.19E-03,7.60E+00
117.80,2.19E-03,7.60E+00
117.90,2.19E-03,7.60E+00
118.00,2.19E-03,7.60E+00
118.10,2.19E-03,7.60E+00
118.20,2.19E-03,7.60E+00
118.30,2.19E-03,7.60E+00
118.40,2.19E-03,7.60E+00
118.50,2.19E-03,7.60E+00
118.60,2.19E-03,7.60E+00
118.70,2.19E-03,7.60E+00
118.80,2.19E-03,7.60E+00
118.90,2.19E-03,7.60E+00
119.00,2.19E-03,7.60E+00
119.10,2.19E-03,7.60E+00
119.20,2.19E-03,7.60E+00
119.30,2.19E-03,7.60E+00
119.40,2.19E-03,7.60E+00
119.50,2.19E-03,7.60E+00
119.60,2.19E-03,7.60E+00
119.70,2.19E-03,7.60E+00
119.80,2.19E-03,7.60E+00
119.90,2.19E-03,7.60E+00
120.00,2.19E-03,7.60E+00
120.10,2.19E-03,7.60E+00
120.20,2.19E-03,7.60E+00
120.30,2.19E-03,7.60E+00
120.40,2.19E-03,7.60E+00
120.50,2.19E-03,7.60E+00
120.60,2.19E-03,7.60E+00
120.70,2.19E-03,7.60E+00
120.80,2.19E-03,7.60E+00
120.90,2.19E-03,7.60E+00
121.00,2.19E-03,7.60E+00
121.10,2.19E-03,7.60E+00
121.20,2.19E-03,7.60E+00
121.30,2.19E-03,7.60E+00
121.40,2.19E-03,7.60E+00
121.50,2.19E-03,7.60E+00
121.60,2.19E-03,7.60E+00
121.70,2.19E-03,7.60E+00
121.80,2.18E-03,7.60E+00
121.90,2.18E-03,7.60E+00
122.00,2.18E-03,7.60E+00
122.10,2.18E-03,7.60E+00
122.20,2.18E-03,7.60E+00
122.30,2.18E-03,7.60E+00
122.40,2.18E-03,7.60E+00
122.50,2.18E-03,7.60E+00
122.60,2.18E-03,7.60E+00
122.70,2.18E-03,7.60E+00
122.80,2.18E-03,7.60E+00
122.90,2.18E-03,7.60E+00
123.00,2.18E-03,7.60E+00
123.10,2.18E-03,7.60E+00
123.20,2.18E-03,7.60E+00
123.30,2.18E-03,7.60E+00
123.40,2.18E-03,7.60E+00
123.50,2.18E-03,7.60E+00
123.60,2.18E-03,7.60E+00
123.70,2.18E-03,7.60E+00
123.80,2.18E-03,7.60E+00
123.90,2.18E-03,7.60E+00
124.00,2.18E-03,7.60E+00
124.10,2.18E-03,7.60E+00
124.20,2.18E-03,7.60E+00
124.30,2.18E-03,7.60E+00
124.40,2.18E-03,7.60E+00
124.50,2.18E-03,7.60E+00
124.60,2.18E-03,7.60E+00
124.70,2.18E-03,7.60E+00
124.80,2.18E-03,7.60E+00
124.90,2.18E-03,7.60E+00
125.00,2.18E-03,7.60E+00
125.10,2.18E-03,7.60E+00
125.20,2.18E-03,7.60E+00
125.30,2.18E-03,7.60E+00
125.40,2.18E-03,7.60E+00
125.50,2.18E-03,7.60E+00
125.60,2.18E-03,7.60E+00
125.70,2.18E-03,7.60E+00
125.80,2.17E-03,7.60E+00
125.90,2.17E-03,7.60E+00
126.00,2.17E-03,7.60E+00
126.10,2.17E-03,7.61E+00
126.20,2.17E-03,7.61E+00
126.30,2.17E-03,7.61E+00
126.40,2.17E-03,7.61E+00
126.50,2.17E-03,7.61E+00
126.60,2.17E-03,7.61E+00
126.70,2.17E-03,7.61E+00
126.80,2.17E-03,7.61E+00
126.90,2.17E-03,7.61E+00
127.00,2.17E-03,7.61E+00
127.10,2.17E-03,7.61E+00
127.20,2.17E-03,7.61E+00
127.30,2.17E-03,7.61E+00
127.40,2.17E-03,7.61E+00
127.50,2.17E-03,7.61E+00
127.60,2.17E-03,7.61E+00
127.70,2.17E-03,7.61E+00
127.80,2.17E-03,7.61E+00
127.90,2.17E-03,7.61E+00
128.00,2.17E-03,7.61E+00
128.10,2.17E-03,7.61E+00
128.20,2.17E-03,7.61E+00
128.30,2.17E-03,7.61E+00
128.40,2.17E-03,7.61E+00
128.50,2.17E-03,7.61E+00
128.60,2.17E-03,7.61E+00
128.70,2.17E-03,7.61E+00
128.80,2.17E-03,7.61E+00
128.90,2.17E-03,7.61E+00
129.00,2.17E-03,7.61E+00
129.10,2.17E-03,7.61E+00
129.20,2.17E-03,7.61E+00
129.30,2.17E-03,7.61E+00
129.40,2.17E-03,7.61E+00
129.50,2.17E-03,7.61E+00
129.60,2.17E-03,7.61E+00
129.70,2.17E-03,7.61E+00
129.80,2.17E-03,7.61E+00
129.90,2.17E-03,7.61E+00
130.00,2.16E-03,7.61E+00
130.10,2.16E-03,7.61E+00
130.20,2.16E-03,7.61E+00
130.30,2.16E-03,7.61E+00
130.40,2.16E-03,7.61E+00
130.50,2.16E-03,7.61E+00
130.60,2.16E-03,7.61E+00
130.70,2.16E-03,7.61E+00
130.80,2.16E-03,7.61E+00
130.90,2.16E-03,7.61E+00
131.00,2.16E-03,7.61E+00
131.10,2.16E-03,7.61E+00
131.20,2.16E-03,7.61E+00
131.30,2.16E-03,7.61E+00
131.40,2.16E-03,7.61E+00
131.50,2.16E-03,7.61E+00
131.60,2.16E-03,7.61E+00
131.70,2.16E-03,7.61E+00
131.80,2.16E-03,7.61E+00
131.90,2.16E-03,7.61E+00
132.00,2.16E-03,7.61E+00
132.10,2.16E-03,7.61E+00
132.20,2.16E-03,7.61E+00
132.30,2.16E-03,7.61E+00
132.40,2.16E-03,7.61E+00
132.50,2.16E-03,7.61E+00
132.60,2.16E-03,7.61E+00
132.70,2.16E-03,7.61E+00
132.80,2.16E-03,7.61E+00
132.90,2.16E-03,7.61E+00
133.00,2.16E-03,7.61E+00
133.10,2.16E-03,7.61E+00
133.20,2.16E-03,7.61E+00
133.30,2.16E-03,7.61E+00
133.40,2.16E-03,7.61E+00
133.50,2.16E-03,7.61E+00
133.60,2.16E-03,7.61E+00
133.70,2.16E-03,7.61E+00
133.80,2.16E-03,7.61E+00
133.90,2.16E-03,7.61E+00
134.00,2.16E-03,7.61E+00
134.10,2.16E-03,7.61E+00
134.20,2.16E-03,7.61E+00
134.30,2.15E-03,7.61E+00
134.40,2.15E-03,7.61E+00
134.50,2.15E-03,7.61E+00
134.60,2.15E-03,7.61E+00
134.70,2.15E-03,7.61E+00
134.80,2.15E-03,7.61E+00
134.90,2.15E-03,7.61E+00
135.00,2.15E-03,7.61E+00
135.10,2.15E-03,7.61E+00
135.20,2.15E-03,7.61E+00
135.30,2.15E-03,7.61E+00
135.40,2.15E-03,7.61E+00
135.50,2.15E-03,7.61E+00
135.60,2.15E-03,7.61E+00
135.70,2.15E-03,7.61E+00
135.80,2.15E-03,7.61E+00
135.90,2.15E-03,7.61E+00
136.00,2.15E-03,7.61E+00
136.10,2.15E-03,7.61E+00
136.20,2.15E-03,7.61E+00
136.30,2.15E-03,7.61E+00
136.40,2.15E-03,7.61E+00
136.50,2.15E-03,7.61E+00
136.60,2.15E-03,7.61E+00
136.70,2.15E-03,7.61E+00
136.80,2.15E-03,7.61E+00
136.90,2.15E-03,7.61E+00
137.00,2.15E-03,7.61E+00
137.10,2.15E-03,7.61E+00
137.20,2.15E-03,7.61E+00
137.30,2.15E-03,7.61E+00
137.40,2.15E-03,7.61E+00
137.50,2.15E-03,7.61E+00
137.60,2.15E-03,7.61E+00
137.70,2.15E-03,7.61E+00
137.80,2.15E-03,7.61E+00
137.90,2.15E-03,7.61E+00
138.00,2.15E-03,7.61E+00
138.10,2.15E-03,7.61E+00
138.20,2.15E-03,7.61E+00
138.30,2.15E-03,7.61E+00
138.40,2.15E-03,7.61E+00
138.50,2.15E-03,7.61E+00
138.60,2.15E-03,7.61E+00
138.70,2.15E-03,7.61E+00
138.80,2.14E-03,7.61E+00
138.90,2.14E-03,7.61E+00
139.00,2.14E-03,7.61E+00
139.10,2.14E-03,7.61E+00
139.20,2.14E-03,7.61E+00
139.30,2.14E-03,7.61E+00
139.40,2.14E-03,7.61E+00
139.50,2.14E-03,7.61E+00
139.60,2.14E-03,7.61E+00
139.70,2.14E-03,7.61E+00
139.80,2.14E-03,7.61E+00
139.90,2.14E-03,7.61E+00
140.00,2.14E-03,7.61E+00
140.10,2.14E-03,7.61E+00
140.20,2.14E-03,7.61E+00
140.30,2.14E-03,7.61E+00
140.40,2.14E-03,7.61E+00
140.50,2.14E-03,7.61E+00
140.60,2.14E-03,7.61E+00
140.70,2.14E-03,7.61E+00
140.80,2.14E-03,7.61E+00
140.90,2.14E-03,7.61E+00
141.00,2.14E-03,7.61E+00
141.10,2.14E-03,7.61E+00
141.20,2.14E-03,7.61E+00
141.30,2.14E-03,7.61E+00
141.40,2.14E-03,7.61E+00
141.50,2.14E-03,7.61E+00
141.60,2.14E-03,7.61E+00
141.70,2.14E-03,7.61E+00
141.80,2.14E-03,7.61E+00
141.90,2.14E-03,7.61E+00
142.00,2.14E-03,7.61E+00
142.10,2.14E-03,7.61E+00
142.20,2.14E-03,7.61E+00
142.30,2.14E-03,7.61E+00
142.40,2.14E-03,7.61E+00
142.50,2.14E-03,7.61E+00
142.60,2.14E-03,7.61E+00
142.70,2.14E-03,7.61E+00
142.80,2.14E-03,7.61E+00
142.90,2.14E-03,7.61E+00
143.00,2.14E-03,7.61E+00
143.10,2.14E-03,7.61E+00
143.20,2.14E-03,7.61E+00
143.30,2.14E-03,7.61E+00
143.40,2.14E-03,7.61E+00
143.50,2.14E-03,7.61E+00
143.60,2.14E-03,7.61E+00
143.70,2.14E-03,7.61E+00
143.80,2.14E-03,7.61E+00
143.90,2.14E-03,7.61E+00
144.00,2.14E-03,7.61E+00
144.10,2.14E-03,7.60E+00
144.20,2.14E-03,7.60E+00
144.30,2.14E-03,7.60E+00
144.40,2.14E-03,7.60E+00
144.50,2.14E-03,7.60E+00
144.60,2.14E-03,7.60E+00
144.70,2.14E-03,7.60E+00
144.80,2.14E-03,7.60E+00
144.90,2.14E-03,7.60E+00
145.00,2.14E-03,7.60E+00
145.10,2.14E-03,7.60E+00
145.20,2.14E-03,7.60E+00
145.30,2.14E-03,7.60E+00
145.40,2.14E-03,7.60E+00
145.50,2.14E-03,7.60E+00
145.60,2.14E-03,7.60E+00
145.70,2.14E-03,7.60E+00
145.80,2.14E-03,7.60E+00
145.90,2.14E-03,7.60E+00
146.00,2.14E-03,7.60E+00
146.10,2.14E-03,7.60E+00
146.20,2.14E-03,7.60E+00
146.30,2.14E-03,7.60E+00
146.40,2.14E-03,7.60E+00
146.50,2.14E-03,7.60E+00
146.60,2.14E-03,7.60E+00
146.70,2.14E-03,7.60E+00
146.80,2.14E-03,7.60E+00
146.90,2.14E-03,7.60E+00
147.00,2.14E-03,7.60E+00
147.10,2.14E-03,7.60E+00
147.20,2.14E-03,7.60E+00
147.30,2.14E-03,7.60E+00
147.40,2.14E-03,7.60E+00
147.50,2.14E-03,7.60E+00
147.60,2.14E-03,7.60E+00
147.70,2.14E-03,7.60E+00
147.80,2.14E-03,7.60E+00
147.90,2.14E-03,7.60E+00
148.00,2.14E-03,7.60E+00
148.10,2.14E-03,7.60E+00
148.20,2.14E-03,7.60E+00
148.30,2.14E-03,7.60E+00
148.40,2.14E-03,7.60E+00
148.50,2.14E-03,7.59E+00
148.60,2.14E-03,7.59E+00
148.70,2.14E-03,7.59E+00
148.80,2.14E-03,7.59E+00
148.90,2.14E-03,7.59E+00
149.00,2.14E-03,7.59E+00
149.10,2.14E-03,7.59E+00
149.20,2.14E-03,7.59E+00
149.30,2.14E-03,7.59E+00
149.40,2.14E-03,7.59E+00
149.50,2.14E-03,7.59E+00
149.60,2.14E-03,7.59E+00
149.70,2.14E-03,7.59E+00
149.80,2.14E-03,7.59E+00
149.90,2.14E-03,7.59E+00
150.00,2.14E-03,7.59E+00
150.10,2.14E-03,7.59E+00
150.20,2.15E-03,7.59E+00
150.30,2.15E-03,7.59E+00
150.40,2.15E-03,7.59E+00
150.50,2.15E-03,7.59E+00
150.60,2.15E-03,7.59E+00
150.70,2.15E-03,7.59E+00
150.80,2.15E-03,7.59E+00
150.90,2.15E-03,7.59E+00
151.00,2.15E-03,7.59E+00
151.10,2.15E-03,7.59E+00
151.20,2.15E-03,7.59E+00
151.30,2.15E-03,7.59E+00
151.40,2.15E-03,7.59E+00
151.50,2.15E-03,7.59E+00
151.60,2.15E-03,7.59E+00
151.70,2.15E-03,7.59E+00
151.80,2.15E-03,7.59E+00
151.90,2.15E-03,7.59E+00
152.00,2.15E-03,7.59E+00
152.10,2.15E-03,7.59E+00
152.20,2.15E-03,7.59E+00
152.30,2.15E-03,7.59E+00
152.40,2.15E-03,7.59E+00
152.50,2.15E-03,7.59E+00
152.60,2.15E-03,7.59E+00
152.70,2.15E-03,7.59E+00
152.80,2.15E-03,7.59E+00
152.90,2.15E-03,7.59E+00
153.00,2.15E-03,7.58E+00
153.10,2.15E-03,7.58E+00
153.20,2.15E-03,7.58E+00
153.30,2.15E-03,7.58E+00
153.40,2.15E-03,7.58E+00
153.50,2.15E-03,7.58E+00
153.60,2.15E-03,7.58E+00
153.70,2.15E-03,7.58E+00
153.80,2.15E-03,7.58E+00
153.90,2.15E-03,7.58E+00
154.00,2.15E-03,7.58E+00
154.10,2.15E-03,7.58E+00
154.20,2.15E-03,7.58E+00
154.30,2.15E-03,7.58E+00
154.40,2.16E-03,7.58E+00
154.50,2.16E-03,7.58E+00
154.60,2.16E-03,7.58E+00
154.70,2.16E-03,7.58E+00
154.80,2.16E-03,7.58E+00
154.90,2.16E-03,7.58E+00
155.00,2.16E-03,7.58E+00
155.10,2.16E-03,7.58E+00
155.20,2.16E-03,7.58E+00
155.30,2.16E-03,7.58E+00
155.40,2.16E-03,7.58E+00
155.50,2.16E-03,7.58E+00
155.60,2.16E-03,7.58E+00
155.70,2.16E-03,7.58E+00
155.80,2.16E-03,7.58E+00
155.90,2.16E-03,7.58E+00
156.00,2.16E-03,7.58E+00
156.10,2.16E-03,7.58E+00
156.20,2.16E-03,7.58E+00
156.30,2.16E-03,7.58E+00
156.40,2.16E-03,7.58E+00
156.50,2.16E-03,7.58E+00
156.60,2.16E-03,7.58E+00
156.70,2.16E-03,7.58E+00
156.80,2.16E-03,7.58E+00
156.90,2.16E-03,7.58E+00
157.00,2.16E-03,7.58E+00
157.10,2.16E-03,7.58E+00
157.20,2.16E-03,7.58E+00
157.30,2.16E-03,7.58E+00
157.40,2.16E-03,7.58E+00
157.50,2.16E-03,7.58E+00
157.60,2.16E-03,7.58E+00
157.70,2.16E-03,7.58E+00
157.80,2.16E-03,7.58E+00
157.90,2.16E-03,7.58E+00
158.00,2.17E-03,7.58E+00
158.10,2.17E-03,7.58E+00
158.20,2.17E-03,7.58E+00
158.30,2.17E-03,7.58E+00
158.40,2.17E-03,7.58E+00
158.50,2.17E-03,7.58E+00
158.60,2.17E-03,7.58E+00
158.70,2.17E-03,7.58E+00
158.80,2.17E-03,7.58E+00
158.90,2.17E-03,7.58E+00
159.00,2.17E-03,7.58E+00
159.10,2.17E-03,7.58E+00
159.20,2.17E-03,7.58E+00
159.30,2.17E-03,7.58E+00
159.40,2.17E-03,7.58E+00
159.50,2.17E-03,7.58E+00
159.60,2.17E-03,7.58E+00
159.70,2.17E-03,7.58E+00
159.80,2.17E-03,7.58E+00
159.90,2.17E-03,7.58E+00
160.00,2.17E-03,7.58E+00
160.10,2.17E-03,7.58E+00
160.20,2.17E-03,7.58E+00
160.30,2.17E-03,7.58E+00
160.40,2.17E-03,7.58E+00
160.50,2.17E-03,7.58E+00
160.60,2.17E-03,7.58E+00
160.70,2.17E-03,7.58E+00
160.80,2.17E-03,7.58E+00
160.90,2.17E-03,7.58E+00
161.00,2.17E-03,7.58E+00
161.10,2.17E-03,7.58E+00
161.20,2.17E-03,7.58E+00
161.30,2.17E-03,7.58E+00
161.40,2.17E-03,7.58E+00
161.50,2.17E-03,7.58E+00
161.60,2.17E-03,7.58E+00
161.70,2.17E-03,7.58E+00
161.80,2.17E-03,7.58E+00
161.90,2.17E-03,7.58E+00
162.00,2.17E-03,7.58E+00
162.10,2.17E-03,7.58E+00
162.20,2.17E-03,7.58E+00
162.30,2.17E-03,7.58E+00
162.40,2.17E-03,7.58E+00
162.50,2.17E-03,7.58E+00
162.60,2.17E-03,7.58E+00
162.70,2.17E-03,7.58E+00
162.80,2.17E-03,7.58E+00
162.90,2.17E-03,7.58E+00
163.00,2.17E-03,7.58E+00
163.10,2.17E-03,7.58E+00
163.20,2.18E-03,7.58E+00
163.30,2.18E-03,7.58E+00
163.40,2.18E-03,7.58E+00
163.50,2.18E-03,7.58E+00
163.60,2.18E-03,7.58E+00
163.70,2.18E-03,7.58E+00
163.80,2.18E-03,7.58E+00
163.90,2.18E-03,7.58E+00
164.00,2.18E-03,7.58E+00
164.10,2.18E-03,7.58E+00
164.20,2.18E-03,7.58E+00
164.30,2.18E-03,7.58E+00
164.40,2.18E-03,7.58E+00
164.50,2.18E-03,7.58E+00
164.60,2.18E-03,7.58E+00
164.70,2.18E-03,7.58E+00
164.80,2.18E-03,7.58E+00
164.90,2.18E-03,7.58E+00
165.00,2.18E-03,7.58E+00
165.10,2.18E-03,7.58E+00
165.20,2.18E-03,7.58E+00
165.30,2.18E-03,7.58E+00
165.40,2.18E-03,7.58E+00
165.50,2.18E-03,7.58E+00
165.60,2.18E-03,7.58E+00
165.70,2.18E-03,7.58E+00
165.80,2.18E-03,7.58E+00
165.90,2.18E-03,7.58E+00
166.00,2.18E-03,7.58E+00
166.10,2.18E-03,7.58E+00
166.20,2.18E-03,7.58E+00
166.30,2.18E-03,7.58E+00
166.40,2.18E-03,7.58E+00
166.50,2.18E-03,7.58E+00
166.60,2.18E-03,7.58E+00
166.70,2.18E-03,7.58E+00
166.80,2.18E-03,7.58E+00
166.90,2.18E-03,7.58E+00
167.00,2.18E-03,7.58E+00
167.10,2.18E-03,7.58E+00
167.20,2.18E-03,7.58E+00
167.30,2.18E-03,7.58E+00
167.40,2.18E-03,7.58E+00
167.50,2.18E-03,7.58E+00
167.60,2.18E-03,7.58E+00
167.70,2.18E-03,7.58E+00
167.80,2.18E-03,7.58E+00
167.90,2.18E-03,7.58E+00
168.00,2.18E-03,7.58E+00
168.10,2.18E-03,7.58E+00
168.20,2.18E-03,7.58E+00
168.30,2.18E-03,7.58E+00
168.40,2.18E-03,7.58E+00
168.50,2.18E-03,7.58E+00
168.60,2.18E-03,7.58E+00
168.70,2.18E-03,7.58E+00
168.80,2.18E-03,7.58E+00
168.90,2.18E-03,7.58E+00
169.00,2.18E-03,7.58E+00
169.10,2.18E-03,7.58E+00
169.20,2.18E-03,7.58E+00
169.30,2.18E-03,7.58E+00
169.40,2.18E-03,7.58E+00
169.50,2.18E-03,7.58E+00
169.60,2.18E-03,7.58E+00
169.70,2.18E-03,7.58E+00
169.80,2.18E-03,7.58E+00
169.90,2.18E-03,7.58E+00
170.00,2.18E-03,7.58E+00
170.10,2.18E-03,7.58E+00
170.20,2.18E-03,7.58E+00
170.30,2.18E-03,7.58E+00
170.40,2.18E-03,7.59E+00
170.50,2.18E-03,7.59E+00
170.60,2.18E-03,7.59E+00
170.70,2.18E-03,7.59E+00
170.80,2.18E-03,7.59E+00
170.90,2.18E-03,7.59E+00
171.00,2.18E-03,7.59E+00
171.10,2.18E-03,7.59E+00
171.20,2.18E-03,7.59E+00
171.30,2.18E-03,7.59E+00
171.40,2.18E-03,7.59E+00
171.50,2.18E-03,7.59E+00
171.60,2.18E-03,7.59E+00
171.70,2.18E-03,7.59E+00
171.80,2.18E-03,7.59E+00
171.90,2.18E-03,7.59E+00
172.00,2.18E-03,7.59E+00
172.10,2.18E-03,7.59E+00
172.20,2.18E-03,7.59E+00
172.30,2.18E-03,7.59E+00
172.40,2.18E-03,7.59E+00
172.50,2.18E-03,7.59E+00
172.60,2.18E-03,7.59E+00
172.70,2.18E-03,7.59E+00
172.80,2.18E-03,7.59E+00
172.90,2.18E-03,7.59E+00
173.00,2.18E-03,7.59E+00
173.10,2.18E-03,7.60E+00
173.20,2.18E-03,7.60E+00
173.30,2.18E-03,7.60E+00
173.40,2.18E-03,7.60E+00
173.50,2.18E-03,7.60E+00
173.60,2.18E-03,7.60E+00
173.70,2.18E-03,7.60E+00
173.80,2.18E-03,7.60E+00
173.90,2.18E-03,7.60E+00
174.00,2.18E-03,7.60E+00
174.10,2.18E-03,7.60E+00
174.20,2.18E-03,7.60E+00
174.30,2.18E-03,7.60E+00
174.40,2.18E-03,7.60E+00
174.50,2.18E-03,7.60E+00
174.60,2.18E-03,7.60E+00
174.70,2.18E-03,7.60E+00
174.80,2.18E-03,7.60E+00
174.90,2.17E-03,7.60E+00
175.00,2.17E-03,7.60E+00
175.10,2.17E-03,7.60E+00
175.20,2.17E-03,7.60E+00
175.30,2.17E-03,7.60E+00
175.40,2.17E-03,7.60E+00
175.50,2.17E-03,7.60E+00
175.60,2.17E-03,7.60E+00
175.70,2.17E-03,7.60E+00
175.80,2.17E-03,7.60E+00
175.90,2.17E-03,7.61E+00
176.00,2.17E-03,7.61E+00
176.10,2.17E-03,7.61E+00
176.20,2.17E-03,7.61E+00
176.30,2.17E-03,7.61E+00
176.40,2.17E-03,7.61E+00
176.50,2.17E-03,7.61E+00
176.60,2.17E-03,7.61E+00
176.70,2.17E-03,7.61E+00
176.80,2.17E-03,7.61E+00
176.90,2.17E-03,7.61E+00
177.00,2.17E-03,7.61E+00
177.10,2.17E-03,7.61E+00
177.20,2.17E-03,7.61E+00
177.30,2.17E-03,7.61E+00
177.40,2.17E-03,7.61E+00
177.50,2.17E-03,7.61E+00
177.60,2.16E-03,7.61E+00
177.70,2.16E-03,7.61E+00
177.80,2.16E-03,7.61E+00
177.90,2.16E-03,7.61E+00
178.00,2.16E-03,7.61E+00
